Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00042;25;0;-1.72;18;0;-2.03;16.98;0;-2.57;13.4;0;-2.57;12.312;0;-2.03;12;0;-1.88;10.5;0;-1.31;10;0;-1.31;9.5;0;-1.12;8.5;0;-1.02;6;0;-1.677;7;0;-1.09;-1;-1;-1;-1;-1;-1;6.47;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-2.54;25;0;-1.72;19;0;-1.74;16.98;0;-2.57;13.4;0;-2.57;12;0;-1.88;12;0;-1.88;10.5;0;-1.31;10;0;-1.31;9;0;-1.08;8.5;0;-1.02;6;0;-1.677;7;0;-1.09;-1;-1;-1;-1;-1;-1;3.41;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54
169_042_00043;25;0;-1.75;21.52;0;-2.16;20.29;0;-2.57;18.89;0;-2.57;17.66;0;-2.16;17;0;-1.94;-1;-1;-1;-1;-1;-1;14.5;0;-1.19;13;0;-1.18;10.5;0;-1.25;10.5;0;-1.25;-1;-1;-1;-1;-1;-1;9;0;-1.33;-1;-1;-1;-1;-1;-1;0;0;-1.54;25;0;-1.75;23;0;-1.78;20.29;0;-2.57;18.89;0;-2.57;17;0;-1.94;17;0;-1.94;-1;-1;-1;-1;-1;-1;15;0;-1.25;14.5;0;-1.19;12;0;-1.17;9;0;-1.33;-1;-1;-1;-1;-1;-1;8.5;0;-1.83;-1;-1;-1;-1;-1;-1;0;0;-1.54
169_042_00044;25;0;-1.75;21.52;0;-2.16;20.29;0;-2.57;18.89;0;-2.57;17.66;0;-2.16;17;0;-1.94;-1;-1;-1;-1;-1;-1;15;0;-1.25;13.5;0;-1.16;11;0;-1.22;10.5;0;-1.25;-1;-1;-1;-1;-1;-1;9;0;-1.33;-1;-1;-1;-1;-1;-1;0;0;-1.54;25;0;-1.75;22;0;-2;20.29;0;-2.57;18.89;0;-2.57;17;0;-1.94;16.5;0;-1.65;-1;-1;-1;-1;-1;-1;14.5;0;-1.19;14;0;-1.16;11.5;0;-1.19;12.5;0;-1.16;-1;-1;-1;-1;-1;-1;9;0;-1.33;9;0;-1.33;8.5;0;-1.83;0;0;-1.54
169_042_00045;25;0;-1.72;18;0;-2.03;16.98;0;-2.57;13.4;0;-2.57;12.312;0;-2.03;12;0;-1.88;10.5;0;-1.31;10;0;-1.31;9.5;0;-1.12;8.5;0;-1.02;6;0;-1.677;7;0;-1.09;-1;-1;-1;-1;-1;-1;6.518;0;-1.495;-1;-1;-1;-1;-1;-1;0;0;-2.54;25;0;-1.72;18.5;0;-1.87;16.98;0;-2.57;13.4;0;-2.57;12;0;-1.88;12;0;-1.88;-1;-1;-1;-1;-1;-1;9.5;0;-1.12;9;0;-1.08;6.5;0;-1.51;7;0;-1.09;-1;-1;-1;-1;-1;-1;3.41;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54
169_042_00046;26;0;-1.8;15.5;0;-2.05;14.2;0;-2.92;12.41;0;-2.92;11;0;-1.98;11;0;-1.98;-1;-1;-1;-1;-1;-1;9.5;0;-1.21;9;0;-1.21;6.5;0;-1.94;8.5;0;-1.21;-1;-1;-1;-1;-1;-1;4.7;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;26;0;-1.8;15.5;0;-2.05;14.2;0;-2.92;12.41;0;-2.92;11;0;-1.98;11;0;-1.98;-1;-1;-1;-1;-1;-1;9.5;0;-1.21;9;0;-1.21;6.5;0;-1.94;8.5;0;-1.21;-1;-1;-1;-1;-1;-1;4.7;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54
169_042_00047;26;0;-1.8;15.5;0;-2.05;14.2;0;-2.92;12.41;0;-2.92;11;0;-1.98;10.862;0;-1.87;-1;-1;-1;-1;-1;-1;10;0;-1.32;9.5;0;-1.21;7;0;-1.773;8.5;0;-1.21;-1;-1;-1;-1;-1;-1;4.7;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;26;0;-1.8;16.5;0;-1.79;14.2;0;-2.92;12.41;0;-2.92;11;0;-1.98;11;0;-1.98;-1;-1;-1;-1;-1;-1;9.5;0;-1.21;9.5;0;-1.21;7;0;-1.773;8.5;0;-1.21;-1;-1;-1;-1;-1;-1;4.7;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54
169_042_00048;20;0;-1.62;13;0;-1.62;12.5;0;-1.71;12.5;0;-1.71;12;0;-1.62;11.5;0;-1.61;10.5;0;-1.49;10;0;-1.45;9;0;-1.1;8.5;0;-1.03;6;0;-1.903;8;0;-1.11;-1;-1;-1;-1;-1;-1;7;0;-1.57;-1;-1;-1;-1;-1;-1;0;0;-2.54;20;0;-1.62;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12.5;0;-1.71;-1;-1;-1;-1;-1;-1;9;0;-1.1;8.5;0;-1.03;6;0;-1.903;8;0;-1.11;-1;-1;-1;-1;-1;-1;4.09;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54
169_042_00049;32;0;-3.27;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19.97;0;-3.27;-1;-1;-1;-1;-1;-1;16.5;0;-1.21;14;0;-1.21;11.5;0;-1.22;11;0;-1.22;-1;-1;-1;-1;-1;-1;8.73;0;-2.82;-1;-1;-1;-1;-1;-1;0;0;-2.82;32;0;-3.27;19.97;0;-3.27;19.97;0;-3.27;19.97;0;-3.27;18.62;0;-2.37;18.62;0;-2.37;-1;-1;-1;-1;-1;-1;16;0;-1.16;15.5;0;-1.18;13;0;-1.26;11;0;-1.22;-1;-1;-1;-1;-1;-1;8.73;0;-2.82;-1;-1;-1;-1;-1;-1;0;0;-2.82
169_042_00050;32;0;-3.27;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19.97;0;-3.27;-1;-1;-1;-1;-1;-1;16.5;0;-1.21;16;0;-1.16;13.5;0;-1.23;11;0;-1.22;-1;-1;-1;-1;-1;-1;8.73;0;-2.82;-1;-1;-1;-1;-1;-1;0;0;-2.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00051;50;0;-3.27;31;0;-1.84;29.43;0;-2.42;27.81;0;-2.42;26;0;-1.79;25.5;0;-1.65;-1;-1;-1;-1;-1;-1;21;0;-1.52;16.5;0;-1.41;14;0;-1.37;11;0;-1.39;-1;-1;-1;-1;-1;-1;6.39;0;-2.82;-1;-1;-1;-1;-1;-1;0;0;-2.82;50;0;-3.27;31;0;-1.84;29.43;0;-2.42;27.81;0;-2.42;26;0;-1.79;25;0;-1.65;-1;-1;-1;-1;-1;-1;13.5;0;-1.32;13;0;-1.29;10.5;0;-1.45;11.5;0;-1.28;-1;-1;-1;-1;-1;-1;6.39;0;-2.82;-1;-1;-1;-1;-1;-1;0;0;-2.82
169_042_00052;30;0;-1.48;26.215;0;-2.22;24.64;0;-3.27;17.56;0;-3.27;15.981;0;-2.22;15.5;0;-1.9;14.5;0;-1.39;14;0;-1.39;13;0;-1.03;11;0;-1.01;8.5;0;-1.14;8.5;0;-1.14;-1;-1;-1;-1;-1;-1;5.17;0;-3.27;-1;-1;-1;-1;-1;-1;0;0;-3.27;30;0;-1.48;26.5;0;-2.03;24.64;0;-3.27;17.56;0;-3.27;15.5;0;-1.9;15;0;-1.74;-1;-1;-1;-1;-1;-1;13;0;-1.03;12.5;0;-0.98;10;0;-1.06;9.5;0;-1.06;-1;-1;-1;-1;-1;-1;5.17;0;-3.27;-1;-1;-1;-1;-1;-1;0;0;-3.27
169_042_00053;25;0;-1.78;17;0;-1.88;15.867;0;-2.52;15.867;0;-2.52;14.5;0;-1.76;14.5;0;-1.76;-1;-1;-1;-1;-1;-1;13;0;-0.79;11;0;-0.77;8.5;0;-0.86;8;0;-0.85;6.5;0;-1.4;6;0;-1.43;3.77;0;-3.32;-1;-1;-1;-1;-1;-1;0;0;-3.32;25;0;-1.78;17;0;-1.88;15.867;0;-2.52;15.867;0;-2.52;14.5;0;-1.76;14.279;0;-1.57;-1;-1;-1;-1;-1;-1;13;0;-0.79;12;0;-0.73;9.5;0;-0.81;8;0;-0.85;-1;-1;-1;-1;-1;-1;3.77;0;-3.32;-1;-1;-1;-1;-1;-1;0;0;-3.32
169_042_00054;28;0;-1.39;20;0;-1.71;18.71;0;-2.62;18.71;0;-2.62;17.052;0;-1.592;17.052;0;-1.592;-1;-1;-1;-1;-1;-1;14.5;0;0.03;12;0;0.12;9.5;0;-0.03;9.5;0;-0.03;-1;-1;-1;-1;-1;-1;7.13;0;-2.4;-1;-1;-1;-1;-1;-1;0;0;-2.4;28;0;-1.39;20;0;-1.71;18.88;0;-2.5;18.516;0;-2.5;17.052;0;-1.592;17.052;0;-1.592;-1;-1;-1;-1;-1;-1;14.5;0;0.03;14;0;0.06;11.5;0;0.07;9.5;0;-0.03;-1;-1;-1;-1;-1;-1;7.13;0;-2.4;-1;-1;-1;-1;-1;-1;0;0;-2.4
169_042_00055;28;0;-1.39;20;0;-1.71;18.71;0;-2.62;18.71;0;-2.62;17.052;0;-1.592;17.052;0;-1.592;-1;-1;-1;-1;-1;-1;14.5;0;0.03;12.5;0;0.08;10;0;0.09;9.5;0;-0.03;-1;-1;-1;-1;-1;-1;7.13;0;-2.4;-1;-1;-1;-1;-1;-1;0;0;-2.4;28;0;-1.39;20;0;-1.71;18.88;0;-2.5;18.516;0;-2.5;17.052;0;-1.592;17.052;0;-1.592;-1;-1;-1;-1;-1;-1;14.55;0;0;14;0;0.06;11.5;0;0.07;9.5;0;-0.03;-1;-1;-1;-1;-1;-1;7.13;0;-2.4;-1;-1;-1;-1;-1;-1;0;0;-2.4
169_042_00056;30;0;-1.72;24;0;-2.1;22.96;0;-2.62;22.06;0;-2.62;21;0;-2.09;20.5;0;-1.71;19;0;-0.64;18.5;0;-0.64;17.5;0;-0.07;17;0;-0.03;14.5;0;-0.03;10.5;0;-0.24;-1;-1;-1;-1;-1;-1;6.95;0;-3.7;-1;-1;-1;-1;-1;-1;0;0;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00057;20;0;-1.51;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12;0;-1.31;-1;-1;-1;-1;-1;-1;9;0;-0.18;8.5;0;-0.18;6;0;-0.825;8;0;-0.2;7;0;-0.59;6.5;0;-0.58;4.32;0;-1.37;-1;-1;-1;-1;-1;-1;0;0;-1.2;20;0;-1.51;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12;0;-1.31;-1;-1;-1;-1;-1;-1;9;0;-0.18;8.5;0;-0.18;6;0;-0.825;8;0;-0.2;7;0;-0.59;6.5;0;-0.58;4.32;0;-1.37;-1;-1;-1;-1;-1;-1;0;0;-1.15
169_042_00058;25;0;-1.03;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.5;0;-1.09;16.5;0;-0.82;12.5;0;-0.8;10.5;0;-0.18;9.5;0;-0.07;7;0;-0.55;8;0;-0.14;-1;-1;-1;-1;-1;-1;5.8;0;-1.42;-1;-1;-1;-1;-1;-1;0;0;-1.2;25;0;-1.03;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.5;0;-1.09;17;0;-0.82;12.5;0;-0.8;11;0;-0.27;10.5;0;-0.18;8;0;-0.14;8;0;-0.14;-1;-1;-1;-1;-1;-1;5.8;0;-1.42;-1;-1;-1;-1;-1;-1;0;0;-0.76
169_042_00059;35;0;-1.38;26;0;-2.06;24.88;0;-2.62;24.06;0;-2.62;23;0;-2.09;23;0;-2.09;-1;-1;-1;-1;-1;-1;20;0;-0.22;19.5;0;-0.21;17;0;-0.19;11.5;0;-0.19;-1;-1;-1;-1;-1;-1;7.94;0;-3.7;-1;-1;-1;-1;-1;-1;0;0;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00060;30;0;-1.44;19.218;0;-1.97;17.91;0;-2.62;17.91;0;-2.62;16.601;0;-1.97;15.5;0;-1.48;-1;-1;-1;-1;-1;-1;12;0;-0.19;9.5;0;-0.18;7;0;-0.16;7.5;0;-0.05;-1;-1;-1;-1;-1;-1;5.42;0;-1.1;-1;-1;-1;-1;-1;-1;0;0;-1.1;30;0;-1.44;19.5;0;-1.83;17.91;0;-2.62;17.91;0;-2.62;16.5;0;-1.92;15.5;0;-1.48;-1;-1;-1;-1;-1;-1;13;0;-0.29;12.5;0;-0.24;10;0;-0.18;6.5;0;-0.27;-1;-1;-1;-1;-1;-1;5.42;0;-1.1;-1;-1;-1;-1;-1;-1;0;0;-1.1
169_042_00061;30;0;-1.44;19.5;0;-1.83;17.91;0;-2.62;17.91;0;-2.62;16.5;0;-1.92;16.5;0;-1.92;-1;-1;-1;-1;-1;-1;13;0;-0.29;11.5;0;-0.19;9;0;-0.18;7.5;0;-0.05;-1;-1;-1;-1;-1;-1;5.42;0;-1.1;-1;-1;-1;-1;-1;-1;0;0;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00062;32;0;-1.28;23.5;0;-1.68;21.62;0;-2.62;21.02;0;-2.62;19.5;0;-1.83;19.5;0;-1.83;-1;-1;-1;-1;-1;-1;16;0;-0.04;13;0;0.02;10.5;0;-0.01;10.5;0;-0.01;9.5;0;-0.24;9;0;-0.24;5.08;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;32;0;-1.28;23;0;-1.93;21.62;0;-2.62;21.02;0;-2.62;19.5;0;-1.83;19.5;0;-1.83;-1;-1;-1;-1;-1;-1;16.5;0;-0.05;16;0;-0.04;13.5;0;0.01;10.5;0;-0.01;-1;-1;-1;-1;-1;-1;5.08;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4
169_042_00063;30;0;-1.7;20.5;0;-2.04;19.34;0;-2.62;18.6;0;-2.62;17.36;0;-2;16.5;0;-1.63;15;0;-1.1;12;0;-1.06;10.5;0;-0.26;9.5;0;-0.06;7;0;-1.098;8.5;0;-0.21;-1;-1;-1;-1;-1;-1;7.28;0;-1.02;-1;-1;-1;-1;-1;-1;0;0;-1.4;30;0;-1.7;20.5;0;-2.04;19.34;0;-2.62;18.6;0;-2.62;17.36;0;-2;17;0;-1.82;15;0;-1.1;12;0;-1.06;10.5;0;-0.26;10;0;-0.26;7.5;0;-0.58;8.5;0;-0.21;-1;-1;-1;-1;-1;-1;4.47;0;-1.54;-1;-1;-1;-1;-1;-1;0;0;-1.4
169_042_00064;25;0;-0.7;17.402;0;-2;16.19;0;-2.62;16.19;0;-2.62;15;0;-2.01;14.5;0;-1.97;12.5;0;-0.79;12;0;-0.79;10.5;0;-0.09;9.5;0;-0.04;7;0;-0.5;8.5;0;-0.06;7.5;0;-0.5;7;0;-0.5;5.53;0;-1.37;-1;-1;-1;-1;-1;-1;0;0;-1.5;25;0;-0.7;17.402;0;-2;16.19;0;-2.62;16.19;0;-2.62;15;0;-2.01;14.5;0;-1.97;12.5;0;-0.79;12;0;-0.79;10.5;0;-0.09;10;0;-0.04;7.5;0;-0.5;8.5;0;-0.06;7.5;0;-0.5;7;0;-0.5;3.38;0;-1.51;-1;-1;-1;-1;-1;-1;0;0;-1.5
169_042_00065;35;0;-1.55;29;0;-1.66;27.42;0;-2.62;27.42;0;-2.62;26;0;-1.73;25.5;0;-1.63;24;0;-0.92;23.5;0;-0.92;21.5;0;0.01;17;0;-0.01;14.5;0;0.04;9;0;-0.04;8.5;0;-0.34;8;0;-0.34;3.88;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;35;0;-1.55;29;0;-1.66;27.42;0;-2.62;27.42;0;-2.62;26;0;-1.73;25.5;0;-1.63;24;0;-0.92;23.5;0;-0.92;21.5;0;0.01;21;0;0;18.5;0;0.01;9;0;-0.04;8.5;0;-0.34;8;0;-0.34;3.88;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
169_042_00066;30;0;-2.62;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.54;0;-2.62;-1;-1;-1;-1;-1;-1;18.5;0;-0.03;18;0;0.06;15.5;0;0.14;11.5;0;-0.05;-1;-1;-1;-1;-1;-1;7.2;0;-4.4;-1;-1;-1;-1;-1;-1;0;0;-4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00067;32.012;0;-1.14;23.5;0;-2.04;22.58;0;-2.62;22.58;0;-2.62;21.631;0;-2.04;21.5;0;-1.96;-1;-1;-1;-1;-1;-1;17;0;-0.19;11.5;0;-0.1;9;0;-0.18;7;0;-0.07;-1;-1;-1;-1;-1;-1;2.13;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5;32.012;0;-1.14;23.5;0;-2.04;22.58;0;-2.62;22.58;0;-2.62;21.5;0;-1.96;21;0;-1.87;-1;-1;-1;-1;-1;-1;17;0;-0.19;16.5;0;-0.17;14;0;-0.11;7;0;-0.07;-1;-1;-1;-1;-1;-1;2.13;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
169_042_00068;32;0;-1.17;23;0;-1.7;21.5;0;-2.62;21.5;0;-2.62;20;0;-1.76;19.5;0;-1.51;-1;-1;-1;-1;-1;-1;16;0;-0.07;13;0;-0.11;10.5;0;-0.13;9.5;0;-0.19;-1;-1;-1;-1;-1;-1;4.14;0;-4.4;-1;-1;-1;-1;-1;-1;0;0;-4.4;32;0;-1.17;23;0;-1.7;21.5;0;-2.62;21.5;0;-2.62;20;0;-1.76;19.64;0;-1.58;-1;-1;-1;-1;-1;-1;16;0;-0.07;15.5;0;-0.13;13;0;-0.11;9.5;0;-0.19;-1;-1;-1;-1;-1;-1;4.14;0;-4.4;-1;-1;-1;-1;-1;-1;0;0;-4.4
169_042_00069;32.012;0;-1.14;24.5;0;-1.58;22.58;0;-2.62;22.58;0;-2.62;20.5;0;-1.54;20.5;0;-1.54;-1;-1;-1;-1;-1;-1;17;0;-0.19;13;0;-0.1;10.5;0;-0.09;7;0;-0.07;-1;-1;-1;-1;-1;-1;2.13;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5;32.012;0;-1.14;23.5;0;-2.04;22.58;0;-2.62;22.58;0;-2.62;21.631;0;-2.04;21;0;-1.87;-1;-1;-1;-1;-1;-1;17.5;0;-0.31;15.5;0;-0.16;13;0;-0.1;6.5;0;-0.45;-1;-1;-1;-1;-1;-1;2.13;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
169_042_00070;30;0;-1.1;22;0;-1.38;20.01;0;-2.62;20.01;0;-2.62;18.5;0;-1.62;18;0;-1.41;-1;-1;-1;-1;-1;-1;16;0;-0.21;14;0;-0.14;11.5;0;-0.11;11;0;-0.12;-1;-1;-1;-1;-1;-1;9.04;0;-1.1;-1;-1;-1;-1;-1;-1;0;0;-1.2;30;0;-1.1;22;0;-1.38;20.01;0;-2.62;20.01;0;-2.62;18;0;-1.41;18;0;-1.41;-1;-1;-1;-1;-1;-1;16;0;-0.21;15.5;0;-0.2;13;0;-0.11;11;0;-0.12;-1;-1;-1;-1;-1;-1;9.04;0;-1.1;-1;-1;-1;-1;-1;-1;0;0;-0.2
169_042_00071;57;0;-0.9;48;0;-1.01;46.17;0;-1.62;45.81;0;-1.62;43.97;0;-1;43.5;0;-0.85;-1;-1;-1;-1;-1;-1;40;0;-0.07;24;0;0.19;21.5;0;0.18;6;0;-0.08;-1;-1;-1;-1;-1;-1;1.98;0;-4.1;-1;-1;-1;-1;-1;-1;0;0;-4.1;57;0;-0.9;48;0;-1.01;46.17;0;-1.62;45.81;0;-1.62;43.97;0;-1;43.5;0;-0.85;-1;-1;-1;-1;-1;-1;42;0;-0.15;41.5;0;-0.14;39;0;-0.05;6;0;-0.08;-1;-1;-1;-1;-1;-1;1.98;0;-4.1;-1;-1;-1;-1;-1;-1;0;0;-4.1
169_042_00072;40;0;-0.98;31.5;0;-1;29.67;0;-1.62;29.67;0;-1.62;27.837;0;-0.953;27.5;0;-0.83;25;0;0.21;16.5;0;0.03;15.5;0;0.28;14.5;0;0.36;12;0;0.18;7.5;0;0;-1;-1;-1;-1;-1;-1;3.71;0;-3.8;-1;-1;-1;-1;-1;-1;0;0;-3.8;40;0;-0.98;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29.67;0;-1.62;-1;-1;-1;-1;-1;-1;25;0;0.21;24.5;0;0.01;22;0;0.2;8;0;0.11;-1;-1;-1;-1;-1;-1;3.71;0;-3.8;-1;-1;-1;-1;-1;-1;0;0;-3.8
169_042_00073;40;0;-1.44;32.5;0;-1.66;30.76;0;-2.77;29.92;0;-2.77;28;0;-1.67;27;0;-1.3;-1;-1;-1;-1;-1;-1;19;0;-0.33;18.5;0;-0.32;16;0;-0.33;6.5;0;-0.27;-1;-1;-1;-1;-1;-1;2.66;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00074;40;0;-1.44;32;0;-2.15;30.76;0;-2.77;29.92;0;-2.77;28.5;0;-2.06;27;0;-1.3;19.5;0;-0.36;10;0;-0.46;8.5;0;-0.11;8;0;-0.09;5.5;0;-1.16;7;0;-0.1;-1;-1;-1;-1;-1;-1;2.66;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;40;0;-1.44;32.5;0;-1.66;30.76;0;-2.77;29.92;0;-2.77;28;0;-1.67;27;0;-1.3;-1;-1;-1;-1;-1;-1;19;0;-0.33;18.5;0;-0.32;16;0;-0.33;6.5;0;-0.27;-1;-1;-1;-1;-1;-1;2.66;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4
169_042_00075;28;0;-1.65;17.5;0;-2.11;16.48;0;-2.62;15.58;0;-2.62;14.94;0;-2.3;14;0;-1.83;-1;-1;-1;-1;-1;-1;13;0;-1.48;11;0;-1.34;8.5;0;-1.43;8.5;0;-1.43;-1;-1;-1;-1;-1;-1;8;0;-1.58;-1;-1;-1;-1;-1;-1;0;0;-2.7;28;0;-1.65;18;0;-1.89;16.48;0;-2.62;15.58;0;-2.62;14;0;-1.83;14;0;-1.83;-1;-1;-1;-1;-1;-1;11;0;-1.34;10.5;0;-1.32;8;0;-1.58;9.5;0;-1.32;-1;-1;-1;-1;-1;-1;6.45;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7
169_042_00076;40;0;-1.44;33;0;-1.52;30.76;0;-2.77;29.92;0;-2.77;27.5;0;-1.3;27;0;-1.3;22;0;-0.39;10;0;-0.46;8.5;0;-0.11;8;0;-0.09;5.5;0;-1.16;7;0;-0.1;-1;-1;-1;-1;-1;-1;2.66;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;40;0;-1.44;32.5;0;-1.66;30.76;0;-2.77;29.92;0;-2.77;28;0;-1.67;27;0;-1.3;-1;-1;-1;-1;-1;-1;22.5;0;-0.41;22;0;-0.39;19.5;0;-0.36;6.5;0;-0.27;-1;-1;-1;-1;-1;-1;2.66;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4
174_042_00006;46;0;-1.649;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;0;-1.55;-1;-1;-1;-1;-1;-1;32;0;-0.21;31.5;0;-0.15;29;0;-0.54;30.5;0;-0.16;29.5;0;-0.56;29;0;-0.54;4;0;-2.97;-1;-1;-1;-1;-1;-1;0;0;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00020;41.27;0;-2.04;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13;0;-1.86;-1;-1;-1;-1;-1;-1;8;0;-0.3;7.5;0;-0.18;5;0;-1.142;6.5;0;-0.26;-1;-1;-1;-1;-1;-1;1.909;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00021;27;0;-1.34;20.924;0;-1.58;20.224;0;-2.73;19.224;0;-2.73;18.5;0;-1.42;16.5;0;-1.41;-1;-1;-1;-1;-1;-1;14;0;-0.3;13.5;0;-0.21;11;0;-0.2;10.23;0;-0.24;-1;-1;-1;-1;-1;-1;6.1;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00022;45.5;0;-1.72;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.5;0;-1.66;-1;-1;-1;-1;-1;-1;21;0;-0.23;20.5;0;-0.12;18;0;-0.52;20;0;-0.19;-1;-1;-1;-1;-1;-1;11.5;0;-2.73;-1;-1;-1;-1;-1;-1;0;0;-3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00023;55.23;0;-1.93;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;47.933;0;-1.93;-1;-1;-1;-1;-1;-1;39.5;0;-0.06;39;0;-0.09;36.5;0;-0.711;38.5;0;-0.16;-1;-1;-1;-1;-1;-1;17.5;0;-3;-1;-1;-1;-1;-1;-1;0;0;-3;55.23;0;-1.93;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;48;0;-1.93;-1;-1;-1;-1;-1;-1;39.5;0;-0.06;39;0;-0.09;36.5;0;-0.711;38.5;0;-0.16;-1;-1;-1;-1;-1;-1;17.5;0;-3;-1;-1;-1;-1;-1;-1;0;0;-3
