LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;
306_042_00052;31.807;0;-1.616;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21.777;0;-2.7;-1;-1;-1;-1;-1;-1;11.048;0;-0.065;12.013;0;-0.299;9.513;0;0.017;9.513;0;0.017;-1;-1;-1;-1;-1;-1;5.526;0;-1.905;-1;-1;-1;-1;-1;-1;0;0;-1.905;;;;
306_042_00053;93;0;-2.415;89.316;0;-2.291;84.758;0;-4.57;84.158;0;-4.57;80.218;0;-2.6;80;0;-2.491;70;0;-0.409;60;0;-0.19;57;0;0.891;56.5;0;0.972;54;0;1.061;50;0;0.981;47;0;-0.155;45.5;0;-0.106;12;0;-4.51;-1;-1;-1;-1;-1;-1;0.5;0;-4.35;;;;
306_042_00054;80.239;0;-2.389;79.228;0;-3.4;77.428;0;-5.2;76.588;0;-5.2;74.788;0;-3.4;74.5;0;-3.112;68.5;0;-0.609;56.5;0;-0.348;51;0;0.767;51;0;0.767;48.5;0;0.839;48;0;0.735;-1;-1;-1;-1;-1;-1;16;0;-4.78;-1;-1;-1;-1;-1;-1;0.5;0;-4.68;;;;
306_042_00055;250.5;0;-2.446;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;238;0;-2.451;-1;-1;-1;-1;-1;-1;204;0;1.259;204;0;1.259;201.5;0;1.397;194;0;1.23;-1;-1;-1;-1;-1;-1;125;0;-13.65;-1;-1;-1;-1;-1;-1;4.75;0;-15.2;;;;
306_042_00057;250.61;0;-2.896;200.4;0;-2.244;197.744;0;-4.9;196.304;0;-4.9;194.11;0;-2.706;194.11;0;-2.706;184.61;0;-0.023;180.61;0;0.103;175.61;0;1.149;175.61;0;1.149;173.11;0;1.557;167.11;0;1.252;-1;-1;-1;-1;-1;-1;91.5;0;-14.439;-1;-1;-1;-1;-1;-1;4;0;-15.999;;;;
306_042_00058;250.61;0;-2.896;200.4;0;-2.244;197.744;0;-4.9;196.304;0;-4.9;194.11;0;-2.706;194.11;0;-2.706;186.11;0;-0.184;179.11;0;0.219;176.11;0;0.997;174.11;0;1.489;171.61;0;1.576;168.61;0;1.464;-1;-1;-1;-1;-1;-1;91.5;0;-14.439;-1;-1;-1;-1;-1;-1;4;0;-15.999;;;;
306_042_00059;250.61;0;-2.896;199.544;0;-3.1;197.744;0;-4.9;196.304;0;-4.9;194.504;0;-3.1;193.11;0;-2.139;186.61;0;-0.224;179.11;0;0.219;174.11;0;1.489;171.11;0;1.623;168.61;0;1.464;166.61;0;1.09;-1;-1;-1;-1;-1;-1;101.5;0;-13.229;-1;-1;-1;-1;-1;-1;0;0;-15.749;;;;
307_042_00001;30;0;-2.36;21.866;0;-2.36;21.866;0;-2.36;21.866;0;-2.36;20;0;-1.427;17.5;0;-1.424;-1;-1;-1;-1;-1;-1;11;0;-0.116;10.5;0;-0.092;8;0;-0.479;8.5;0;-0.144;-1;-1;-1;-1;-1;-1;1.892;0;-1.64;-1;-1;-1;-1;-1;-1;0;0;-1.64;;;;
307_042_00002;30;0;-2.36;21.866;0;-2.36;21.866;0;-2.36;21.866;0;-2.36;20;0;-1.427;17.5;0;-1.424;-1;-1;-1;-1;-1;-1;11;0;-0.116;10.5;0;-0.092;8;0;-0.479;8.5;0;-0.144;-1;-1;-1;-1;-1;-1;1.892;0;-1.64;-1;-1;-1;-1;-1;-1;0;0;-1.64;;;;
308_042_00001;62;0;-0.466;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;46.5;0;-0.881;-1;-1;-1;-1;-1;-1;41.5;0;0.698;41.5;0;0.698;39;0;0.828;12;0;0.362;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;;;;
308_042_00002;62;0;-0.466;57;0;-0.645;54.626;0;-2.209;48.718;0;-1.935;47;0;-1.014;46.5;0;-0.881;-1;-1;-1;-1;-1;-1;41;0;0.734;39.5;0;0.738;37;0;0.689;20.5;0;0.67;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;;;;
308_042_00003;51;0;-0.7;32;0;-0.667;30.931;0;-1.32;30.382;0;-1.32;29.475;0;-0.689;29.475;0;-0.689;28;0;0.01;25;0;0.222;23;0;0.515;22.5;0;0.499;20;0;0.583;19.5;0;0.525;17;0;-0.294;6.5;0;-0.31;4.028;0;-0.87;-1;-1;-1;-1;-1;-1;4.028;0;-0.87;;;;
308_042_00004;51;0;-0.7;33;0;-0.494;30.931;0;-1.32;30.382;0;-1.32;29;0;-0.387;28.5;0;-0.105;-1;-1;-1;-1;-1;-1;23;0;0.515;22;0;0.527;19.5;0;0.525;19.5;0;0.525;-1;-1;-1;-1;-1;-1;17;0;-0.294;-1;-1;-1;-1;-1;-1;4.028;0;-0.87;;;;
308_042_00005;51;0;-0.7;32;0;-0.667;30.931;0;-1.32;30.382;0;-1.32;29;0;-0.387;29;0;-0.387;-1;-1;-1;-1;-1;-1;23;0;0.515;23;0;0.515;20.5;0;0.552;19.5;0;0.525;17;0;-0.294;6.5;0;-0.31;4.028;0;-0.87;-1;-1;-1;-1;-1;-1;4.028;0;-0.87;;;;
308_042_00026;24;0;-0.722;17.5;0;-0.798;16.399;0;-1.876;15.057;0;-1.877;14;0;-0.967;14;0;-0.967;-1;-1;-1;-1;-1;-1;10.5;0;0.249;10.5;0;0.249;8;0;0.017;8.5;0;0.149;-1;-1;-1;-1;-1;-1;3.572;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
308_042_00030;34;0;-0.3;28.682;0;-0.533;26.5;0;-1.32;23;0;-1.32;20.5;0;-0.388;20;0;-0.344;-1;-1;-1;-1;-1;-1;15;0;0.831;15;0;0.831;12.5;0;0.607;13;0;0.809;-1;-1;-1;-1;-1;-1;3.189;0;-1.605;-1;-1;-1;-1;-1;-1;0;0;-1.605;;;;
308_042_00034;62;0;-0.466;57;0;-0.645;54.626;0;-2.209;49.2;0;-2.2;47;0;-1.014;46;0;-0.539;-1;-1;-1;-1;-1;-1;41.5;0;0.698;40.5;0;0.722;38;0;0.666;19.5;0;0.638;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;;;;
308_042_00035;62;0;-0.466;57;0;-0.645;54.626;0;-2.209;48.718;0;-1.935;46;0;-0.539;46;0;-0.539;-1;-1;-1;-1;-1;-1;42;0;0.618;39;0;0.828;36.5;0;0.689;20.5;0;0.67;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;;;;
308_042_00036;34;0;-0.393;27.3;0;-0.45;26.304;0;-1.478;21.155;0;-1.483;19.5;0;0.182;18.5;0;0.214;-1;-1;-1;-1;-1;-1;17;0;0.588;16.5;0;0.601;14;0;0.586;14.5;0;0.695;-1;-1;-1;-1;-1;-1;3.95;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
308_042_00039;62;0;-0.466;57;0;-0.645;54.626;0;-2.209;49.2;0;-2.2;47;0;-1.014;46.5;0;-0.881;-1;-1;-1;-1;-1;-1;41.5;0;0.698;41.5;0;0.698;39;0;0.828;20.5;0;0.67;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;-1;-1;-1;-1;-1;-1;6.51;0;-1.72;;;;
309_042_00002;104.5;0;-2.459;91.5;0;-2.786;89.761;0;-3.7;83;0;-3.7;80;0;-2.559;79.5;0;-2.52;-1;-1;-1;-1;-1;-1;53.5;0;0.631;53;0;0.726;50.5;0;0.848;49.5;0;0.824;42;0;-0.358;30.5;0;-0.476;5.624;0;-5.318;-1;-1;-1;-1;-1;-1;5.624;0;-5.318;;;;
309_042_00003;82.928;0;-2.702;80.428;0;-2.822;77.976;0;-3.722;71.116;0;-3.7;68.928;0;-2.927;64.928;0;-2.725;-1;-1;-1;-1;-1;-1;34.928;0;0.717;34.428;0;0.677;31.928;0;0.813;31.428;0;0.813;-1;-1;-1;-1;-1;-1;0.62;0;-3.62;-1;-1;-1;-1;-1;-1;0.62;0;-3.62;;;;
309_042_00006;108;0;-2.425;105.5;0;-2.585;103.393;0;-3.932;83.127;0;-4;80;0;-3.158;34;0;-1.291;-1;-1;-1;-1;-1;-1;24;0;0.887;24;0;0.887;21.5;0;1.029;20.5;0;1.056;-1;-1;-1;-1;-1;-1;10.028;0;-1.62;-1;-1;-1;-1;-1;-1;10.028;0;-1.62;;;;
309_042_00007;108;0;-2.425;105;0;-2.882;103.393;0;-3.932;83.127;0;-4;79.5;0;-3.134;34;0;-1.291;-1;-1;-1;-1;-1;-1;23.5;0;1.015;23.5;0;1.015;21;0;1.037;20;0;0.965;-1;-1;-1;-1;-1;-1;10.028;0;-1.62;-1;-1;-1;-1;-1;-1;10.028;0;-1.62;;;;
309_042_00009;68;0;-2.68;37.5;0;-2.15;36.072;0;-3.65;36.072;0;-3.65;34.5;0;-2.187;34.5;0;-2.187;-1;-1;-1;-1;-1;-1;26;0;0.795;26;0;0.795;23.5;0;0.957;22;0;0.983;-1;-1;-1;-1;-1;-1;9.283;0;-2.73;-1;-1;-1;-1;-1;-1;2.237;0;-5.13;;;;
309_042_00010;72;0;0.804;37;0;0.759;35.423;0;-0.498;35.423;0;-0.498;34.353;0;0.593;30.5;0;0.748;-1;-1;-1;-1;-1;-1;28.5;0;1.162;28;0;1.17;25.5;0;1.152;24;0;1.063;-1;-1;-1;-1;-1;-1;20.5;0;0.234;-1;-1;-1;-1;-1;-1;6.366;0;-2.196;;;;
309_042_00013;82.5;0;-3.075;74.5;0;-3.175;72.794;0;-4.57;71.783;0;-4.57;69.5;0;-2.883;69;0;-2.814;53;0;-1.583;50;0;-1.448;43;0;0.425;43;0;0.425;40.5;0;0.628;38;0;0.591;-1;-1;-1;-1;-1;-1;9.871;0;-5.22;-1;-1;-1;-1;-1;-1;9.871;0;-5.22;;;;
309_042_00015;82.928;0;-2.702;80.428;0;-2.822;77.976;0;-3.722;71.116;0;-3.7;68.928;0;-2.927;64.428;0;-2.672;-1;-1;-1;-1;-1;-1;34.928;0;0.717;34.928;0;0.717;32.428;0;0.843;31.428;0;0.813;-1;-1;-1;-1;-1;-1;0.62;0;-3.62;-1;-1;-1;-1;-1;-1;0.62;0;-3.62;;;;
309_042_00016;88.511;0;-4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;76;0;-4.003;71;0;-2.465;60;0;-2.519;49.5;0;0.458;49.5;0;0.458;47;0;0.498;30;0;0.195;27.5;0;-0.424;17.652;0;-0.498;2;0;-3.629;-1;-1;-1;-1;-1;-1;2;0;-3.629;;;;
309_042_00017;88.511;0;-4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;76;0;-4.003;71.5;0;-2.533;61;0;-2.719;52;0;0.215;50;0;0.421;47.5;0;0.482;30;0;0.195;27.5;0;-0.424;17.652;0;-0.498;2;0;-3.629;-1;-1;-1;-1;-1;-1;2;0;-3.629;;;;
309_042_00018;82.5;0;-3.075;75;0;-2.789;72.794;0;-4.57;71.783;0;-4.57;69.5;0;-2.883;69.5;0;-2.883;52.5;0;-1.549;49.063;0;-1.429;42.5;0;0.555;42.5;0;0.555;40;0;0.612;38;0;0.591;-1;-1;-1;-1;-1;-1;9.871;0;-5.22;-1;-1;-1;-1;-1;-1;9.871;0;-5.22;;;;
309_042_00020;84.5;0;-1.434;69.861;0;-1.821;68.166;0;-3.114;68.166;0;-3.114;66.5;0;-1.703;46.5;0;-0.389;-1;-1;-1;-1;-1;-1;40;0;1.143;40;0;1.143;37.5;0;1.199;35.5;0;1.185;30.5;0;0.061;19.5;0;0.146;13.265;0;-1.62;-1;-1;-1;-1;-1;-1;13.265;0;-1.62;;;;
309_042_00021;84.5;0;-1.434;71;0;-1.602;68.166;0;-3.114;68.166;0;-3.114;66.5;0;-1.703;66;0;-1.443;64.5;0;-0.863;46.5;0;-0.389;40;0;1.143;40;0;1.143;37.5;0;1.199;35;0;1.119;30.5;0;0.061;19;0;-0.049;13.265;0;-1.62;-1;-1;-1;-1;-1;-1;13.265;0;-1.62;;;;
309_042_00022;108;0;-2.425;106;0;-2.427;103.393;0;-3.932;83.127;0;-4;81;0;-3.278;34;0;-1.291;-1;-1;-1;-1;-1;-1;24;0;0.887;24;0;0.887;21.5;0;1.029;20.5;0;1.056;-1;-1;-1;-1;-1;-1;10.028;0;-1.62;-1;-1;-1;-1;-1;-1;10.028;0;-1.62;;;;
309_042_00023;72;0;0.804;36.609;0;0.65;35.423;0;-0.498;35.423;0;-0.498;34;0;0.812;30.5;0;0.748;-1;-1;-1;-1;-1;-1;28;0;1.17;28;0;1.17;25.5;0;1.152;24.5;0;1.098;20.5;0;0.234;14.5;0;0.164;6.366;0;-2.196;-1;-1;-1;-1;-1;-1;6.366;0;-2.196;;;;
309_042_00026;59.5;0;-0.787;56.049;0;-1.701;54.631;0;-3.3;54.631;0;-3.3;53;0;-1.513;53;0;-1.513;50.5;0;-0.965;46.5;0;-0.865;42.5;0;0.566;42.5;0;0.566;40;0;0.592;38.5;0;0.541;37;0;0.122;35;0;-0.114;5.577;0;-5.52;-1;-1;-1;-1;-1;-1;5.577;0;-5.52;;;;
309_042_00027;65;0;-1.004;57.5;0;-0.972;54.939;0;-3.308;54.939;0;-3.308;52;0;-0.872;52;0;-0.872;-1;-1;-1;-1;-1;-1;45.5;0;0.581;45;0;0.582;42.5;0;0.633;27.582;0;0.326;-1;-1;-1;-1;-1;-1;2.193;0;-5.12;-1;-1;-1;-1;-1;-1;0;0;-5.12;;;;
309_042_00028;78;0;-1.512;72.563;0;-2.322;71.688;0;-3.463;71.688;0;-3.463;70;0;-1.558;69;0;-0.987;-1;-1;-1;-1;-1;-1;61;0;0.776;61;0;0.776;58.5;0;0.816;58;0;0.779;42;0;-0.286;30.5;0;-0.36;8.478;0;-5.22;-1;-1;-1;-1;-1;-1;8.478;0;-5.22;;;;
309_042_00029;82.5;0;-3.075;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;69.5;0;-2.883;-1;-1;-1;-1;-1;-1;43;0;0.425;43;0;0.425;40.5;0;0.628;38;0;0.591;-1;-1;-1;-1;-1;-1;9.871;0;-5.22;-1;-1;-1;-1;-1;-1;9.871;0;-5.22;;;;
309_042_00031;104.5;0;-2.459;91.5;0;-2.786;90.5;0;-3.448;83;0;-3.7;80;0;-2.559;79.5;0;-2.52;-1;-1;-1;-1;-1;-1;53.5;0;0.631;53;0;0.726;50.5;0;0.848;48.5;0;0.714;42;0;-0.358;30.5;0;-0.476;5.624;0;-5.318;-1;-1;-1;-1;-1;-1;5.624;0;-5.318;;;;
401_042_00017;93;0;-4.444;71.565;0;-4.828;67.857;0;-6.06;58.972;0;-6.06;56.5;0;-5.267;55;0;-4.953;50;0;-4.264;39.5;0;-3.586;32;0;-1.259;30;0;-0.856;27.5;0;-0.904;27;0;-0.978;24;0;-1.316;6;0;-1.639;3.43;0;-2.32;-1;-1;-1;-1;-1;-1;0;0;-2.32;;;;
401_042_00018;93;0;-4.444;71.565;0;-4.828;67.689;0;-6.1;59.059;0;-6.1;56.5;0;-5.267;55;0;-4.953;49;0;-4.219;38.5;0;-3.286;31.5;0;-1.05;29;0;-0.871;26.5;0;-1.046;26;0;-1.105;22.5;0;-1.581;5.5;0;-1.63;3.43;0;-2.32;-1;-1;-1;-1;-1;-1;0;0;-2.32;;;;
401_042_00029;93;0;-4.444;71.565;0;-4.828;67.857;0;-6.06;59.059;0;-6.1;56.5;0;-5.267;55;0;-4.953;-1;-1;-1;-1;-1;-1;31.5;0;-1.05;29;0;-0.871;26.5;0;-1.046;26;0;-1.105;22;0;-1.581;5.5;0;-1.63;3.43;0;-2.32;-1;-1;-1;-1;-1;-1;0;0;-2.32;;;;
401_042_00030;383;0;-1.178;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;364.07;0;-2.02;-1;-1;-1;-1;-1;-1;357.5;0;-0.263;357.5;0;-0.263;355;0;-0.147;353.5;0;-0.093;-1;-1;-1;-1;-1;-1;212.5;0;-27.5;-1;-1;-1;-1;-1;-1;2.5;0;-30;;;;
401_042_00031;383;0;-1.178;369.08;0;-1.4;367.22;0;-2.02;364.07;0;-2.02;362;0;-1.331;362;0;-1.331;-1;-1;-1;-1;-1;-1;357.5;0;-0.263;357.5;0;-0.263;355;0;-0.147;353.5;0;-0.093;-1;-1;-1;-1;-1;-1;212.5;0;-27.5;-1;-1;-1;-1;-1;-1;2.5;0;-30;;;;
401_042_00032;383;0;-1.178;369.5;0;-1.4;367.22;0;-2.02;364.07;0;-2.02;363.36;0;-1.784;362;0;-1.331;-1;-1;-1;-1;-1;-1;357;0;-0.176;357;0;-0.176;354.5;0;-0.144;353.5;0;-0.093;-1;-1;-1;-1;-1;-1;212.5;0;-27.5;-1;-1;-1;-1;-1;-1;2.5;0;-30;;;;
404_042_00001;38.672;0;-2.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.592;0;-2.4;-1;-1;-1;-1;-1;-1;16.5;0;-0.08;16;0;-0.04;13.5;0;-0.8;15.5;0;-0.06;-1;-1;-1;-1;-1;-1;7.251;0;-3.3;-1;-1;-1;-1;-1;-1;0;0;-3.3;;;;
404_042_00002;38.672;0;-2.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.592;0;-2.4;-1;-1;-1;-1;-1;-1;16.5;0;-0.08;16.5;0;-0.08;14;0;-0.6;15.5;0;-0.06;-1;-1;-1;-1;-1;-1;7.251;0;-3.3;-1;-1;-1;-1;-1;-1;0;0;-3.3;;;;
421_042_00001;77.5;0;-0.787;38;0;-0.595;36.133;0;-1.608;36.133;0;-1.608;34.45;0;-0.76;34.45;0;-0.76;-1;-1;-1;-1;-1;-1;30.5;0;0.077;30.5;0;0.077;28;0;0.115;24.5;0;0.023;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;;;;
421_042_00002;77.5;0;-0.787;37.491;0;-0.76;36.133;0;-1.608;36.133;0;-1.608;34;0;-0.475;34;0;-0.475;-1;-1;-1;-1;-1;-1;30.5;0;0.077;30.5;0;0.077;28;0;0.115;24.5;0;0.023;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;;;;
421_042_00004;77.5;0;-0.787;37.5;0;-0.752;36.133;0;-1.608;36.133;0;-1.608;33.5;0;-0.348;33.5;0;-0.348;-1;-1;-1;-1;-1;-1;30.5;0;0.077;30.5;0;0.077;28;0;0.115;26.5;0;0.072;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;;;;
421_042_00006;77.5;0;-0.787;37.5;0;-0.752;36.133;0;-1.608;36.133;0;-1.608;34;0;-0.475;34;0;-0.475;-1;-1;-1;-1;-1;-1;30.5;0;0.077;30.5;0;0.077;28;0;0.115;24.5;0;0.023;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;-1;-1;-1;-1;-1;-1;8.88;0;-4.74;;;;
422_042_00004;54.131;0;-1.233;30.131;0;-1.245;28.141;0;-2.24;27.169;0;-2.24;25.131;0;-1.221;21.631;0;-1.169;-1;-1;-1;-1;-1;-1;15.631;0;-0.094;15.631;0;-0.094;13.131;0;-0.088;12.131;0;-0.14;-1;-1;-1;-1;-1;-1;4.645;0;-2.3;-1;-1;-1;-1;-1;-1;4.645;0;-2.3;;;;
422_042_00006;53.907;0;-2.079;34.407;0;-1.748;32.835;0;-3.32;31.528;0;-3.32;29.907;0;-1.699;29.907;0;-1.699;-1;-1;-1;-1;-1;-1;18.907;0;0.144;18.907;0;0.144;16.407;0;0.218;15.907;0;0.124;-1;-1;-1;-1;-1;-1;8.42;0;-1.84;-1;-1;-1;-1;-1;-1;8.42;0;-1.84;;;;
422_042_00007;46.77;0;-3.22;38.796;0;-3.22;38.796;0;-3.22;38.796;0;-3.22;36;0;-1.822;35.5;0;-1.715;-1;-1;-1;-1;-1;-1;27.5;0;0.484;27;0;0.453;24.5;0;0.485;21;0;0.472;-1;-1;-1;-1;-1;-1;3.453;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
422_042_00008;46.77;0;-3.22;38.796;0;-3.22;38.796;0;-3.22;38.796;0;-3.22;36;0;-1.822;35.5;0;-1.715;-1;-1;-1;-1;-1;-1;27.5;0;0.484;26.5;0;0.494;24;0;0.467;21;0;0.472;-1;-1;-1;-1;-1;-1;3.453;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
422_042_00009;46.77;0;-3.22;38.796;0;-3.22;38.796;0;-3.22;38.796;0;-3.22;36;0;-1.822;35.5;0;-1.715;-1;-1;-1;-1;-1;-1;27.5;0;0.484;27;0;0.453;24.5;0;0.485;21;0;0.472;-1;-1;-1;-1;-1;-1;3.453;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
422_042_00011;54.131;0;-1.233;30.131;0;-1.245;28.141;0;-2.24;27.169;0;-2.24;25.131;0;-1.221;25.022;0;-1.2;-1;-1;-1;-1;-1;-1;16.131;0;-0.183;16.131;0;-0.183;13.631;0;-0.111;12.131;0;-0.14;-1;-1;-1;-1;-1;-1;4.645;0;-2.3;-1;-1;-1;-1;-1;-1;4.645;0;-2.3;;;;
423_042_00001;60.5;0;-2.021;42;0;-2.086;40.5;0;-2.477;36;0;-2.481;34.5;0;-1.828;34.5;0;-1.828;-1;-1;-1;-1;-1;-1;24.5;0;-0.28;24.5;0;-0.28;22;0;-0.388;20.5;0;0.127;-1;-1;-1;-1;-1;-1;6.936;0;-4.34;-1;-1;-1;-1;-1;-1;6.936;0;-4.34;;;;
423_042_00002;60.5;0;-2.021;42;0;-2.086;40.5;0;-2.477;36;0;-2.481;34.5;0;-1.828;34;0;-1.751;-1;-1;-1;-1;-1;-1;24.5;0;-0.28;24.5;0;-0.28;22;0;-0.388;20.5;0;0.127;-1;-1;-1;-1;-1;-1;6.936;0;-4.34;-1;-1;-1;-1;-1;-1;6.936;0;-4.34;;;;
423_042_00003;58.173;0;-1.768;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.043;0;-1.7;-1;-1;-1;-1;-1;-1;18.173;0;-0.046;17.673;0;-0.081;15.173;0;-0.324;17.173;0;-0.036;-1;-1;-1;-1;-1;-1;4.455;0;-3.84;-1;-1;-1;-1;-1;-1;0;0;-3.84;;;;
423_042_00004;37.414;0;-2.72;30.058;0;-2.72;30.058;0;-2.72;30.058;0;-2.72;28;0;-2.034;25;0;-1.763;-1;-1;-1;-1;-1;-1;19.5;0;-0.082;18.5;0;-0.036;16;0;-0.115;15;0;-0.114;-1;-1;-1;-1;-1;-1;8.304;0;-1.84;-1;-1;-1;-1;-1;-1;0;0;-1.84;;;;
423_042_00005;37.414;0;-2.72;30.058;0;-2.72;30.058;0;-2.72;30.058;0;-2.72;28;0;-2.034;25.5;0;-1.818;-1;-1;-1;-1;-1;-1;19.5;0;-0.082;19;0;-0.027;16.5;0;-0.053;15;0;-0.114;-1;-1;-1;-1;-1;-1;8.304;0;-1.84;-1;-1;-1;-1;-1;-1;0;0;-1.84;;;;
423_042_00007;72.801;0;-2.42;32.278;0;-2.42;32.278;0;-2.42;32.278;0;-2.42;28.801;0;-1.311;28.656;0;-1.28;-1;-1;-1;-1;-1;-1;24.301;0;-0.408;23.301;0;-0.368;20.801;0;-0.295;15.801;0;-0.339;-1;-1;-1;-1;-1;-1;3.694;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
423_042_00008;37.071;0;-1.505;25.446;0;-1.328;23.398;0;-2.323;22.562;0;-2.13;21.401;0;-1.142;18.413;0;-0.984;-1;-1;-1;-1;-1;-1;16.106;0;0.222;16.106;0;0.222;13.606;0;-0.573;15;0;0.209;13.673;0;-0.575;8.917;0;-0.402;1.318;0;-4.34;-1;-1;-1;-1;-1;-1;1.318;0;-4.34;;;;
423_042_00009;37.071;0;-1.505;25.446;0;-1.328;23.398;0;-2.323;22.562;0;-2.13;21.401;0;-1.142;21.401;0;-1.142;18.413;0;-0.984;18.413;0;-0.984;16.106;0;0.222;16.106;0;0.222;13.606;0;-0.573;15;0;0.209;13.673;0;-0.575;8.917;0;-0.402;1.318;0;-4.34;-1;-1;-1;-1;-1;-1;1.318;0;-4.34;;;;
423_042_00011;72.801;0;-2.42;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.278;0;-2.42;-1;-1;-1;-1;-1;-1;24.301;0;-0.408;24.301;0;-0.408;21.801;0;-0.304;16.301;0;-0.332;-1;-1;-1;-1;-1;-1;3.694;0;-4.34;-1;-1;-1;-1;-1;-1;3.694;0;-4.34;;;;
424_042_00001;46;0;-2.045;29;0;-2.01;27.276;0;-2.864;27.276;0;-2.864;25.5;0;-1.649;25.5;0;-1.649;24.5;0;-1.435;23.5;0;-1.431;18;0;0.004;18;0;0.004;15.5;0;0.05;14.5;0;-0.04;-1;-1;-1;-1;-1;-1;9.383;0;-1.84;-1;-1;-1;-1;-1;-1;9.383;0;-1.84;;;;
424_042_00002;46;0;-2.045;29;0;-2.01;27.276;0;-2.864;27.276;0;-2.864;25.5;0;-1.649;25.5;0;-1.649;25;0;-1.435;23.5;0;-1.431;18;0;0.004;18;0;0.004;15.5;0;0.05;14.5;0;-0.04;-1;-1;-1;-1;-1;-1;9.383;0;-1.84;-1;-1;-1;-1;-1;-1;9.383;0;-1.84;;;;
424_042_00003;46;0;-2.045;29;0;-2.01;27.276;0;-2.864;27.276;0;-2.864;25;0;-1.435;21.5;0;-1.149;-1;-1;-1;-1;-1;-1;18;0;0.004;17;0;0.058;14.5;0;-0.04;14.5;0;-0.04;-1;-1;-1;-1;-1;-1;9.383;0;-1.84;-1;-1;-1;-1;-1;-1;0;0;-1.84;;;;
