LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
037_042_00011;85;0;-3.525;80.029;0;-3.525;77.654;0;-5.9;76.654;0;-5.9;74.279;0;-3.525;72.779;0;-3.502;-1;-1;-1;-1;-1;-1;15.279;0;-0.08;15.279;0;-0.08;12.779;0;-2.708;14.779;0;-0.068;-1;-1;-1;-1;-1;-1;13.255;0;-2.68;-1;-1;-1;-1;-1;-1;0;0;-4.2
037_042_00014;60;0;-4.064;55.001;0;-4.064;53.38;0;-5.974;53.38;0;-5.974;52.197;0;-4.26;45.001;0;-3.892;-1;-1;-1;-1;-1;-1;19.501;0;-0.462;18.501;0;-0.36;16.001;0;-0.62;17.001;0;-0.243;-1;-1;-1;-1;-1;-1;14.562;0;-1.71;-1;-1;-1;-1;-1;-1;0;0;-2.3
037_042_00016;95;0;-1.185;86.069;0;-1.923;84.978;0;-3.01;83.978;0;-3.01;81.478;0;-1.346;75.978;0;-0.988;-1;-1;-1;-1;-1;-1;71.478;0;0.461;64.978;0;0.654;62.478;0;0.701;19.478;0;0.403;-1;-1;-1;-1;-1;-1;10.413;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
037_042_00018;125.26;0;-3.996;121.26;0;-4.063;120.26;0;-4.426;119.76;0;-4.391;118.76;0;-4.041;104.26;0;-3.722;-1;-1;-1;-1;-1;-1;94.26;0;-0.693;92.26;0;-0.563;89.76;0;-0.416;90.76;0;-0.384;-1;-1;-1;-1;-1;-1;82.26;0;-1.617;-1;-1;-1;-1;-1;-1;0;0;-0.884
037_042_00019;52;0;-2.891;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.147;0;-1.122;-1;-1;-1;-1;-1;-1;9.647;0;-0.173;8.647;0;-0.171;6.147;0;-0.3;6.647;0;-0.181;-1;-1;-1;-1;-1;-1;5.628;0;-1.32;-1;-1;-1;-1;-1;-1;0;0;-2.05
037_042_00020;30.011;0;-1.767;22.623;0;-1.778;21.495;0;-2.966;21.495;0;-2.966;20.445;0;-1.8;20.445;0;-1.8;-1;-1;-1;-1;-1;-1;12.388;0;-0.162;11.888;0;-0.08;9.388;0;-0.569;11.388;0;-0.113;-1;-1;-1;-1;-1;-1;8.869;0;-1.32;-1;-1;-1;-1;-1;-1;0;0;-1.32
037_042_00021;150;0;-1.669;145.541;0;-1.669;144.52;0;-2.658;143.52;0;-2.658;142.898;0;-2.03;139.041;0;-1.443;132.541;0;-0.222;89.041;0;-0.326;16.041;0;0.163;7.541;0;-0.015;5.041;0;-0.515;8.041;0;-0.016;5.041;0;-0.515;5.041;0;-0.515;5.041;0;-0.515;-1;-1;-1;-1;-1;-1;0;0;-0.884
037_042_00022;50;0;-3.214;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.217;0;-1.67;-1;-1;-1;-1;-1;-1;18.217;0;-0.526;16.217;0;-0.488;13.717;0;-0.407;7.217;0;-0.322;-1;-1;-1;-1;-1;-1;5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
037_042_00023;65;0;-4.368;56.961;0;-4.368;55.961;0;-5.368;54.961;0;-5.368;53.461;0;-4.1;24.461;0;-1.714;-1;-1;-1;-1;-1;-1;22.461;0;-0.683;20.961;0;-0.552;18.461;0;-0.437;15.961;0;-0.238;-1;-1;-1;-1;-1;-1;5.699;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
044_042_00002;52.228;0;-2.073;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.943;0;-0.843;-1;-1;-1;-1;-1;-1;22.703;0;0.082;22.703;0;0.082;20.203;0;-0.232;21.407;0;0.056;-1;-1;-1;-1;-1;-1;18.432;0;-1.219;-1;-1;-1;-1;-1;-1;0;0;-1.219
044_042_00003;51.47;0;-1.095;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.929;0;-1.06;-1;-1;-1;-1;-1;-1;23.513;0;0.276;23.513;0;0.276;21.013;0;0.264;19.728;0;0.197;-1;-1;-1;-1;-1;-1;13.827;0;-2.33;-1;-1;-1;-1;-1;-1;0;0;-2.33
044_042_00004;43;0;-1.769;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.007;0;-1.344;-1;-1;-1;-1;-1;-1;19.064;0;-0.111;18.407;0;-0.027;15.907;0;-0.502;17.092;0;-0.063;-1;-1;-1;-1;-1;-1;10.908;0;-2.105;-1;-1;-1;-1;-1;-1;0;0;-2.105
044_042_00014;43;0;-1.769;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.007;0;-1.344;-1;-1;-1;-1;-1;-1;19.064;0;-0.111;18.407;0;-0.027;15.907;0;-0.502;17.092;0;-0.063;-1;-1;-1;-1;-1;-1;10.908;0;-2.105;-1;-1;-1;-1;-1;-1;0;0;-2.105
044_042_00015;41;0;-1.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.486;0;-0.153;-1;-1;-1;-1;-1;-1;14.448;0;0.02;13.938;0;0.034;11.438;0;0.083;8.64;0;0.045;-1;-1;-1;-1;-1;-1;5.279;0;-1.758;-1;-1;-1;-1;-1;-1;0;0;-1.758
044_042_00016;60;0;-0.399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.287;0;-0.502;-1;-1;-1;-1;-1;-1;22.745;0;-0.322;21.616;0;-0.407;19.116;0;-0.705;20.488;0;-0.365;-1;-1;-1;-1;-1;-1;16.087;0;-2.009;-1;-1;-1;-1;-1;-1;0;0;-2.009
044_042_00017;41;0;-1.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.225;0;-0.538;-1;-1;-1;-1;-1;-1;14.448;0;0.02;14.448;0;0.02;11.948;0;0.064;8.64;0;0.045;-1;-1;-1;-1;-1;-1;5.279;0;-1.758;-1;-1;-1;-1;-1;-1;0;0;-1.758
044_042_00018;60;0;-0.399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58.857;0;-0.449;-1;-1;-1;-1;-1;-1;53.778;0;-0.066;53.214;0;-0.065;50.714;0;-0.034;49.264;0;-0.014;-1;-1;-1;-1;-1;-1;45.879;0;-0.387;20.488;0;-0.365;10.896;0;-2.162;0;0;-0.057
044_042_00019;41;0;-1.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.225;0;-0.538;-1;-1;-1;-1;-1;-1;11.799;0;0.079;11.273;0;0.085;8.773;0;0.05;8.64;0;0.045;-1;-1;-1;-1;-1;-1;5.279;0;-1.758;-1;-1;-1;-1;-1;-1;0;0;-1.758
044_042_00020;60;0;-0.399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58.857;0;-0.449;-1;-1;-1;-1;-1;-1;53.778;0;-0.066;53.214;0;-0.065;50.714;0;-0.034;49.264;0;-0.014;-1;-1;-1;-1;-1;-1;45.879;0;-0.387;-1;-1;-1;-1;-1;-1;0;0;-0.057
044_042_00021;41;0;-1.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.225;0;-0.538;-1;-1;-1;-1;-1;-1;11.799;0;0.079;11.273;0;0.085;8.773;0;0.05;8.64;0;0.045;-1;-1;-1;-1;-1;-1;5.279;0;-1.758;-1;-1;-1;-1;-1;-1;0;0;-1.758
044_042_00022;60;0;-0.399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58.857;0;-0.449;-1;-1;-1;-1;-1;-1;53.778;0;-0.066;53.214;0;-0.065;50.714;0;-0.034;49.264;0;-0.014;-1;-1;-1;-1;-1;-1;45.879;0;-0.387;-1;-1;-1;-1;-1;-1;0;0;-0.057
044_042_00023;41;0;-1.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.225;0;-0.538;-1;-1;-1;-1;-1;-1;11.273;0;0.085;11.273;0;0.085;8.773;0;0.05;8.113;0;-0.026;-1;-1;-1;-1;-1;-1;5.279;0;-1.758;-1;-1;-1;-1;-1;-1;0;0;-1.758
044_042_00024;60;0;-0.399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58.857;0;-0.449;-1;-1;-1;-1;-1;-1;53.778;0;-0.066;53.214;0;-0.065;50.714;0;-0.034;49.264;0;-0.014;-1;-1;-1;-1;-1;-1;45.879;0;-0.387;-1;-1;-1;-1;-1;-1;0;0;-0.057
044_042_00025;41;0;-1.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.225;0;-0.538;-1;-1;-1;-1;-1;-1;11.273;0;0.085;10.746;0;0.105;8.246;0;-0.008;8.64;0;0.045;-1;-1;-1;-1;-1;-1;5.279;0;-1.758;-1;-1;-1;-1;-1;-1;0;0;-1.758
044_042_00026;60;0;-0.399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58.857;0;-0.449;-1;-1;-1;-1;-1;-1;53.778;0;-0.066;53.214;0;-0.065;50.714;0;-0.034;49.264;0;-0.014;-1;-1;-1;-1;-1;-1;45.879;0;-0.387;-1;-1;-1;-1;-1;-1;0;0;-0.057
044_042_00028;70;0;-1.866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42.99;0;-1.98;-1;-1;-1;-1;-1;-1;38.878;0;-0.422;36.389;0;-0.2;33.889;0;-0.193;31.412;0;-0.283;-1;-1;-1;-1;-1;-1;28.301;0;-1.239;-1;-1;-1;-1;-1;-1;0;0;-1.637
044_042_00029;70;0;-1.866;48.756;0;-0.403;44.323;0;-1.805;43.268;0;-1.98;39.5;0;-0.621;38.878;0;-0.422;-1;-1;-1;-1;-1;-1;37.633;0;-0.311;35.145;0;-0.187;32.645;0;-0.211;30.79;0;-0.345;-1;-1;-1;-1;-1;-1;28.301;0;-1.239;-1;-1;-1;-1;-1;-1;0;0;-1.637
129_042_00005;39.47;0;-4.726;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.47;0;-4.68;-1;-1;-1;-1;-1;-1;10.19;0;-1.73;10.19;0;-1.73;7.69;0;-2.142;8.34;0;-1.75;-1;-1;-1;-1;-1;-1;6.104;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1
155_042_00010;50.398;0;-1.924;44.787;0;-2.054;43.278;0;-2.768;41.959;0;-2.797;39.686;0;-1.528;28.464;0;-1.024;-1;-1;-1;-1;-1;-1;18.773;0;-0.047;18.773;0;-0.047;16.273;0;-2.754;18.263;0;0.039;-1;-1;-1;-1;-1;-1;10.996;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
155_042_00011;59;0;-2.29;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.1;0;-2.24;-1;-1;-1;-1;-1;-1;13.86;0;-0.14;13.32;0;-0.1;10.82;0;-1.55;12.29;0;-0.19;-1;-1;-1;-1;-1;-1;9.4;0;-2.27;-1;-1;-1;-1;-1;-1;0;0;-2.27
155_042_00012;59.184;0;-1.126;51.608;0;-1.059;49.353;0;-3.01;45.745;0;-3.134;40.498;0;-1.288;22.316;0;-0.612;-1;-1;-1;-1;-1;-1;20.296;0;0.238;19.791;0;0.277;17.291;0;0.248;16.256;0;0.161;-1;-1;-1;-1;-1;-1;8.496;0;-4.3;-1;-1;-1;-1;-1;-1;0;0;-4.3
155_042_00013;59.184;0;-1.126;52.113;0;-0.893;49.353;0;-3.01;45.745;0;-3.134;40.498;0;-1.288;22.316;0;-0.612;-1;-1;-1;-1;-1;-1;19.791;0;0.277;19.286;0;0.311;16.786;0;0.197;16.256;0;0.161;-1;-1;-1;-1;-1;-1;8.496;0;-4.3;-1;-1;-1;-1;-1;-1;0;0;-4.3
155_042_00015;50.398;0;-1.924;44.277;0;-2.18;43.836;0;-2.634;41.959;0;-2.797;39.686;0;-1.528;28.464;0;-1.024;-1;-1;-1;-1;-1;-1;19.793;0;-0.122;19.283;0;-0.082;16.783;0;-2.586;18.263;0;0.039;-1;-1;-1;-1;-1;-1;10.996;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
155_042_00016;78.722;0;-2.006;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;52.323;0;-1.788;-1;-1;-1;-1;-1;-1;36.078;0;0.061;37.093;0;-0.043;34.593;0;0.038;33.539;0;0.012;-1;-1;-1;-1;-1;-1;33.435;0;-2.73;-1;-1;-1;-1;-1;-1;0;0;-2.73
155_042_00017;78.722;0;-2.006;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;52.323;0;-1.788;-1;-1;-1;-1;-1;-1;36.078;0;0.061;35.57;0;0.078;33.07;0;-2.833;33.539;0;0.012;-1;-1;-1;-1;-1;-1;33.435;0;-2.73;-1;-1;-1;-1;-1;-1;0;0;-2.73
167_042_00004;35;0;-4.116;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.692;0;-3.876;-1;-1;-1;-1;-1;-1;11.692;0;-1.777;11.192;0;-1.737;8.692;0;-1.686;8.192;0;-1.75;-1;-1;-1;-1;-1;-1;3.9;0;-3.515;-1;-1;-1;-1;-1;-1;0;0;-3.515
167_042_00005;31.724;0;-4.882;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.121;0;-4.74;-1;-1;-1;-1;-1;-1;7.692;0;-1.949;7.16;0;-1.924;4.66;0;-2.163;5.564;0;-1.899;-1;-1;-1;-1;-1;-1;3;0;-3.231;-1;-1;-1;-1;-1;-1;0;0;-3.231
167_042_00009;35;0;-3.636;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21.697;0;-3.411;-1;-1;-1;-1;-1;-1;12.448;0;-1.561;11.359;0;-1.672;8.859;0;-1.675;8.639;0;-1.685;-1;-1;-1;-1;-1;-1;5.851;0;-3.25;-1;-1;-1;-1;-1;-1;0;0;-3.25
167_042_00010;35;0;-3.593;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.976;0;-3.448;-1;-1;-1;-1;-1;-1;13.295;0;-1.357;12.283;0;-1.402;9.783;0;-1.39;9.248;0;-1.457;-1;-1;-1;-1;-1;-1;5.93;0;-3.205;-1;-1;-1;-1;-1;-1;0;0;-3.205
167_042_00011;33.927;0;-4.169;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.459;0;-3.743;-1;-1;-1;-1;-1;-1;12.75;0;-1.615;12.155;0;-1.582;9.655;0;-1.597;7.395;0;-1.607;-1;-1;-1;-1;-1;-1;5;0;-3.109;-1;-1;-1;-1;-1;-1;0;0;-3.109
167_042_00012;32.923;0;-4.593;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.662;0;-4.281;-1;-1;-1;-1;-1;-1;10.671;0;-1.667;10.13;0;-1.672;7.63;0;-1.591;6.341;0;-1.615;-1;-1;-1;-1;-1;-1;4;0;-3.17;-1;-1;-1;-1;-1;-1;0;0;-3.17
167_042_00013;53;0;-4.57;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.28;0;-4.28;28.83;0;-4.22;20.57;0;-3.9;13.55;0;-1.56;11.94;0;-1.56;9.44;0;-1.566;8.77;0;-1.57;-1;-1;-1;-1;-1;-1;5.68;0;-3.31;-1;-1;-1;-1;-1;-1;0;0;-3.31
167_042_00015;53;0;-4.57;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.26;0;-4.16;-1;-1;-1;-1;-1;-1;13.55;0;-1.56;11.94;0;-1.56;9.44;0;-1.566;8.77;0;-1.57;-1;-1;-1;-1;-1;-1;5.68;0;-3.31;-1;-1;-1;-1;-1;-1;0;0;-3.31
167_042_00016;53;0;-4.57;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;34.76;0;-4.57;-1;-1;-1;-1;-1;-1;11.25;0;-1.76;10.82;0;-1.73;8.32;0;-1.687;6.43;0;-1.66;4.31;0;-2.62;3.27;0;-3.06;2.36;0;-3.27;-1;-1;-1;-1;-1;-1;0;0;-3.4
167_042_00017;53;0;-4.57;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;34.76;0;-4.57;-1;-1;-1;-1;-1;-1;11.25;0;-1.76;9.74;0;-1.71;7.24;0;-1.671;6.43;0;-1.66;2.36;0;-3.27;1.42;0;-3.31;1.42;0;-3.31;-1;-1;-1;-1;-1;-1;0;0;-3.4
175_042_00014;44.505;0;-1.683;30.133;0;-1.551;27.981;0;-3.028;27.981;0;-3.028;26.067;0;-1.624;26.067;0;-1.624;-1;-1;-1;-1;-1;-1;22.403;0;-0.375;21.701;0;-0.392;19.201;0;-0.321;13.865;0;-0.38;-1;-1;-1;-1;-1;-1;13.295;0;-1.18;-1;-1;-1;-1;-1;-1;0;0;-1.18
175_042_00015;65;0;-1.821;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.353;0;-2.031;-1;-1;-1;-1;-1;-1;25.879;0;-0.166;25.879;0;-0.166;23.379;0;-0.237;23.27;0;-0.24;-1;-1;-1;-1;-1;-1;21.61;0;-1.03;-1;-1;-1;-1;-1;-1;0;0;-1.276
175_042_00016;65;0;-1.821;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.353;0;-2.031;-1;-1;-1;-1;-1;-1;25.879;0;-0.166;25.24;0;-0.134;22.74;0;-0.492;23.27;0;-0.24;-1;-1;-1;-1;-1;-1;21.61;0;-1.03;-1;-1;-1;-1;-1;-1;0;0;-1.276
175_042_00018;65;0;-1.821;31.632;0;-1.411;30.353;0;-2.031;30.353;0;-2.031;29.714;0;-1.626;29.714;0;-1.626;-1;-1;-1;-1;-1;-1;25.879;0;-0.166;25.24;0;-0.134;22.74;0;-0.492;23.27;0;-0.24;-1;-1;-1;-1;-1;-1;21.61;0;-1.03;-1;-1;-1;-1;-1;-1;0;0;-1.276
175_042_00020;46.364;0;-1.281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.746;0;-1.088;-1;-1;-1;-1;-1;-1;24.201;0;-0.217;23.28;0;-0.22;20.78;0;-0.17;18.66;0;-0.19;-1;-1;-1;-1;-1;-1;16.23;0;-1.03;-1;-1;-1;-1;-1;-1;0;0;-1.03
243_042_00007;100;0;-0.567;64.085;0;-1.256;60.277;0;-3.05;54.263;0;-3.15;50.963;0;-1.309;25.695;0;-0.758;-1;-1;-1;-1;-1;-1;22.371;0;0.132;22.371;0;0.132;19.871;0;0.048;19.871;0;0.048;-1;-1;-1;-1;-1;-1;13.663;0;-1.926;-1;-1;-1;-1;-1;-1;0;0;-1.926
243_042_00008;43.276;0;-0.495;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.622;0;-0.774;-1;-1;-1;-1;-1;-1;19.509;0;-0.021;18.869;0;0.005;16.369;0;-0.085;16.952;0;-0.037;-1;-1;-1;-1;-1;-1;9.516;0;-2.156;-1;-1;-1;-1;-1;-1;0;0;-2.156
243_042_00009;59.228;0;-0.119;36.583;0;0.027;33.094;0;-1.963;31.593;0;-1.963;29.065;0;-0.064;29.065;0;-0.064;-1;-1;-1;-1;-1;-1;27.185;0;0.689;25.305;0;0.547;22.805;0;0.622;17.787;0;0.487;-1;-1;-1;-1;-1;-1;9.66;0;-2.123;-1;-1;-1;-1;-1;-1;0;0;-2.123
243_042_00010;30.5;0;-1.866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.477;0;-1.328;-1;-1;-1;-1;-1;-1;11.745;0;-0.051;11.122;0;0.026;8.622;0;-0.699;9.878;0;-0.063;-1;-1;-1;-1;-1;-1;6.422;0;-1.611;-1;-1;-1;-1;-1;-1;0;0;-1.611
243_042_00011;55.5;0;-0.94;28.455;0;-1.24;25.985;0;-2.754;23.822;0;-2.842;21.02;0;-1.209;18.542;0;-0.872;-1;-1;-1;-1;-1;-1;16.064;0;-0.039;16.064;0;-0.039;13.564;0;-0.784;14.597;0;-0.087;-1;-1;-1;-1;-1;-1;9.071;0;-2.394;-1;-1;-1;-1;-1;-1;0;0;-2.394
246_042_00011;70;0;-5.16;65.05;0;-5.15;62.2;0;-6.5;61.73;0;-6.5;60.3;0;-5.07;60.3;0;-5.07;50;0;-5;40;0;-4.38;23.65;0;-1.9;21.15;0;-1.904;18.65;0;-1.908;17.06;0;-1.91;-1;-1;-1;-1;-1;-1;13.18;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4
246_042_00012;70;0;-5.28;68.1;0;-5.7;67.17;0;-6.63;55.33;0;-6.63;54.4;0;-5.7;53.1;0;-5.28;-1;-1;-1;-1;-1;-1;25.78;0;-2.13;19.91;0;-1.92;17.41;0;-2.054;18.89;0;-1.77;-1;-1;-1;-1;-1;-1;14.06;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4
246_042_00015;70;0;-5.13;49.88;0;-5.22;46.93;0;-6.5;46.02;0;-6.5;43.68;0;-5.12;43.68;0;-5.12;-1;-1;-1;-1;-1;-1;22.65;0;-1.94;22.65;0;-1.94;20.15;0;-1.842;18.33;0;-1.77;-1;-1;-1;-1;-1;-1;15.09;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00020;70;0;-6.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;68.3;0;-4.98;50;0;-4.98;40;0;-4.75;23.41;0;-1.66;20;0;-1.573;17.5;0;-1.894;17.5;0;-1.894;-1;-1;-1;-1;-1;-1;12.93;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00021;70;0;-6.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50;0;-4.98;-1;-1;-1;-1;-1;-1;23.41;0;-1.66;23.41;0;-1.66;20.91;0;-1.596;20;0;-1.573;-1;-1;-1;-1;-1;-1;12.93;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-1.7
246_042_00022;70;0;-5.22;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;56.67;0;-5.05;48.81;0;-4.64;42.71;0;-4.38;27.01;0;-1.83;26.21;0;-1.83;23.71;0;-1.814;20;0;-2.04;-1;-1;-1;-1;-1;-1;17.73;0;-3.37;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00023;60;0;-5.19;42.43;0;-4.96;40.76;0;-6.5;40.22;0;-6.5;38.55;0;-4.96;36.21;0;-4.97;-1;-1;-1;-1;-1;-1;25;0;-2.02;25;0;-2.02;22.5;0;-2.12;12.62;0;-1.93;-1;-1;-1;-1;-1;-1;6.36;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00024;60;0;-5.19;42.43;0;-4.96;40.76;0;-6.5;40.22;0;-6.5;38.55;0;-4.96;36.21;0;-4.97;-1;-1;-1;-1;-1;-1;25;0;-2.02;20;0;-2.22;17.5;0;-2.122;12.62;0;-1.93;8.29;0;-2.23;8.29;0;-2.23;8.29;0;-2.23;-1;-1;-1;-1;-1;-1;0;0;-2.247
246_042_00025;70;0;-5.48;50.164;0;-5.647;49.34;0;-7.17;46.308;0;-7.123;45.317;0;-5.475;43.88;0;-4.94;-1;-1;-1;-1;-1;-1;21.48;0;-1.84;21.48;0;-1.84;18.98;0;-1.781;18.98;0;-1.781;-1;-1;-1;-1;-1;-1;17.92;0;-2.12;-1;-1;-1;-1;-1;-1;0;0;-2.12
246_042_00026;70;0;-5.48;52.02;0;-5.3;49.34;0;-7.17;46.34;0;-7.18;43.88;0;-4.94;43.88;0;-4.94;-1;-1;-1;-1;-1;-1;21.48;0;-1.84;21.48;0;-1.84;18.98;0;-1.781;18.98;0;-1.781;-1;-1;-1;-1;-1;-1;13.74;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00027;70;0;-4.53;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;0;-4.32;-1;-1;-1;-1;-1;-1;22.85;0;-2.03;22.85;0;-2.03;20.35;0;-1.974;19.26;0;-1.95;-1;-1;-1;-1;-1;-1;17.12;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00028;70;0;-4.53;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;0;-4.32;-1;-1;-1;-1;-1;-1;22.85;0;-2.03;22.85;0;-2.03;20.35;0;-1.974;19.26;0;-1.95;-1;-1;-1;-1;-1;-1;17.12;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00029;70;0;-4.53;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;0;-4.32;-1;-1;-1;-1;-1;-1;22.85;0;-2.03;22.85;0;-2.03;20.35;0;-1.974;19.26;0;-1.95;-1;-1;-1;-1;-1;-1;17.12;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00030;70;0;-4.64;51.15;0;-4.9;49.5;0;-6.07;49.5;0;-6.07;46.84;0;-4.78;33.91;0;-4.4;-1;-1;-1;-1;-1;-1;23.448;0;-2.004;21.27;0;-1.87;18.77;0;-1.824;17.09;0;-1.914;-1;-1;-1;-1;-1;-1;14.3;0;-3.34;-1;-1;-1;-1;-1;-1;0;0;-3.34
246_042_00031;70;0;-4.64;51.15;0;-4.9;49.5;0;-6.07;49.5;0;-6.07;46.84;0;-4.78;33.91;0;-4.4;-1;-1;-1;-1;-1;-1;23.448;0;-2.004;21.27;0;-1.87;18.77;0;-1.824;17.09;0;-1.914;-1;-1;-1;-1;-1;-1;14.3;0;-3.34;-1;-1;-1;-1;-1;-1;0;0;-3.34
246_042_00032;70;0;-4.64;51.15;0;-4.9;49.5;0;-6.07;49.5;0;-6.07;46.84;0;-4.78;33.91;0;-4.4;-1;-1;-1;-1;-1;-1;23.448;0;-2.004;21.27;0;-1.87;18.77;0;-1.824;17.09;0;-1.914;-1;-1;-1;-1;-1;-1;14.3;0;-3.34;-1;-1;-1;-1;-1;-1;0;0;-3.34
